obs,Localtime,EURCHFClose_bid,EURCHFClose_ask,EURGBPClose_bid,EURGBPClose_ask,GBPCHFClose_bid,GBPCHFClose_ask,uhat1_2009_2010,uhat2_2009_2010,uhat3_2009_2010,EC1_2009_2010,uhat1_2013_2014,uhat2_2013_2014,uhat3_2013_2014,EC1_2013_2014,uhat1_2015_2016,uhat2_2015_2016,uhat3_2015_2016,EC1_2015_2016,uhat1_2017_2018,uhat2_2017_2018,uhat3_2017_2018,EC1_2017_2018
2010-07-30,"29.07.2010 22:00:00.000 GMT+0100",1.3586,1.35915,0.83175,0.8321,1.6332,1.6338,0.000334707959600056,0.0124224176112493,-0.00646963739633455,-1.4205380714635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-02,"01.08.2010 22:00:00.000 GMT+0100",1.3691,1.3694,0.82955,0.8297,1.65035,1.65065,0.00883677591415882,0.0126617923384365,-0.001088995659702,-1.42058688168125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-03,"02.08.2010 22:00:00.000 GMT+0100",1.3748,1.3753,0.82925,0.8295,1.65755,1.6582,0.00534946009193515,0.0101995254223728,-0.00197524966506335,-1.42083458724687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-04,"03.08.2010 22:00:00.000 GMT+0100",1.3858,1.3861,0.8284,0.82865,1.67245,1.6728,0.0118075633534506,0.0158889515816087,-0.000893031316703818,-1.42108672366218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-05,"04.08.2010 22:00:00.000 GMT+0100",1.37975,1.3801,0.82955,0.8298,1.66285,1.66365,-0.00513659542933154,-0.00568292093384848,0.000107836699668962,-1.42141707019776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-06,"05.08.2010 22:00:00.000 GMT+0100",1.37955,1.3801,0.83285,0.8331,1.6561,1.6569,0.00131670628806024,-0.00375436006212215,0.00259829646071508,-1.4214629400499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-09,"08.08.2010 22:00:00.000 GMT+0100",1.3873,1.38755,0.83185,0.83205,1.66715,1.66765,0.00784660221897465,0.0119232985951283,-0.00155740090805367,-1.42112710979847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-10,"09.08.2010 22:00:00.000 GMT+0100",1.38145,1.38175,0.83115,0.83135,1.66195,1.66245,-0.00731212009317489,-0.00792268280757691,-0.000243262714672121,-1.4211705972488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-11,"10.08.2010 22:00:00.000 GMT+0100",1.3634,1.3637,0.82145,0.82165,1.65975,1.66015,-0.0161802712048084,-0.00167336955465003,-0.00894163285462324,-1.4213471990265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-12,"11.08.2010 22:00:00.000 GMT+0100",1.34685,1.34735,0.82345,0.8237,1.63525,1.63585,-0.0140375640713249,-0.0232887552981589,0.00304177510546011,-1.42137229612792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-13,"12.08.2010 22:00:00.000 GMT+0100",1.34025,1.3407,0.81785,0.81805,1.63825,1.63885,-0.00630658976347181,0.00221367587374677,-0.00525159841649714,-1.42024827494433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-16,"15.08.2010 22:00:00.000 GMT+0100",1.33305,1.3333,0.81875,0.81895,1.62785,1.62825,-0.00749350614425259,-0.0132355583804855,0.00211852134532653,-1.42012565575369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-17,"16.08.2010 22:00:00.000 GMT+0100",1.34425,1.34445,0.82655,0.8268,1.62615,1.62645,0.0124415501021448,-0.00408593336935881,0.00971443368884595,-1.41991277608002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-18,"17.08.2010 22:00:00.000 GMT+0100",1.33975,1.34015,0.824,0.8243,1.62545,1.6259,-0.00597697795166391,0.000679349858011546,-0.00422028872076208,-1.42020600618666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-19,"18.08.2010 22:00:00.000 GMT+0100",1.32325,1.3234,0.82185,0.82215,1.6099,1.6104,-0.015985447284332,-0.0180192425593253,-0.000424842761410194,-1.41989715015956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-20,"19.08.2010 22:00:00.000 GMT+0100",1.31415,1.31445,0.81815,0.8183,1.60615,1.60655,-0.00514926909282204,0.000955762651906333,-0.00406256966436114,-1.41978009227565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-23,"22.08.2010 22:00:00.000 GMT+0100",1.3171,1.3175,0.8158,0.81605,1.61435,1.61485,0.00316561904354612,0.00937525955480378,-0.00296903233985524,-1.41905382649495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-24,"23.08.2010 22:00:00.000 GMT+0100",1.3041,1.30465,0.82005,0.82035,1.5894,1.59105,-0.0133358074183658,-0.0228461835158518,0.0034441590809926,-1.41940798023086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,"24.08.2010 22:00:00.000 GMT+0100",1.30435,1.3045,0.8187,0.81895,1.59315,1.5933,0.00282533454644313,0.00343261227271285,-0.000501987459186837,-1.41893622289074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-26,"25.08.2010 22:00:00.000 GMT+0100",1.3022,1.30245,0.81875,0.819,1.59005,1.59045,-0.00148627394062334,-0.00169178527999825,-0.000297075133034785,-1.41870177671648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-27,"26.08.2010 22:00:00.000 GMT+0100",1.31175,1.3121,0.82165,0.82195,1.5958,1.59665,0.00954635931793812,0.00760176369704335,0.00194071025103282,-1.41838725943991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-30,"29.08.2010 22:00:00.000 GMT+0100",1.29915,1.2995,0.81885,0.8191,1.58605,1.587,-0.0112941514785126,-0.00383573382296554,-0.00520902920950506,-1.4189422634136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-31,"30.08.2010 22:00:00.000 GMT+0100",1.28695,1.28725,0.826,0.82625,1.55775,1.55815,-0.00995370990231648,-0.028092976954003,0.00796494201876197,-1.4185402634724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,"31.08.2010 22:00:00.000 GMT+0100",1.30095,1.30135,0.8286,0.82885,1.56975,1.57005,0.0163188950823255,0.0166952446336872,0.00109209503590491,-1.41784785398066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-02,"01.09.2010 22:00:00.000 GMT+0100",1.2984,1.29875,0.83265,0.83285,1.55935,1.56065,-0.00503282242814551,-0.00852763647784327,0.00187659531898232,-1.41826823451466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-03,"02.09.2010 22:00:00.000 GMT+0100",1.31085,1.31095,0.83445,0.83475,1.57005,1.57115,0.0138097922137728,0.0129275497720596,0.00156171553034079,-1.4194151345312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-06,"05.09.2010 22:00:00.000 GMT+0100",1.3033,1.30385,0.83635,0.83655,1.55805,1.5589,-0.00600482885258585,-0.00540302383186186,-0.00116807271197938,-1.41937511534308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,"06.09.2010 22:00:00.000 GMT+0100",1.28235,1.2827,0.8256,0.82585,1.55295,1.55335,-0.0207840396401196,-0.0058361276964769,-0.0104376355202028,-1.4189345761475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-08,"07.09.2010 22:00:00.000 GMT+0100",1.2865,1.28675,0.8221,0.8223,1.56455,1.56495,0.00988900517388802,0.0168235125055023,-0.00309859428806614,-1.4176143188761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-09,"08.09.2010 22:00:00.000 GMT+0100",1.2885,1.2888,0.82265,0.82285,1.56595,1.56645,0.000615003266335901,0.00448796000686391,-0.00206536905993437,-1.41765110764151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-10,"09.09.2010 22:00:00.000 GMT+0100",1.29285,1.2932,0.8256,0.8258,1.56575,1.56645,0.00457366954331351,0.00434543995140979,0.000402454892744597,-1.41779918094951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-13,"12.09.2010 22:00:00.000 GMT+0100",1.29765,1.29785,0.8348,0.8351,1.55415,1.55445,0.00733460446651474,-0.00680826802858903,0.00815268936633418,-1.41828034526501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-14,"13.09.2010 22:00:00.000 GMT+0100",1.2947,1.29505,0.83625,0.83645,1.54775,1.54805,-0.00272115471691819,-0.000729983516101873,-0.00162783523452426,-1.41871421680856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-15,"14.09.2010 22:00:00.000 GMT+0100",1.30515,1.3054,0.83265,0.83285,1.56725,1.56755,0.0126512613014427,0.022425889017937,-0.00402221366662414,-1.41825239354852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-16,"15.09.2010 22:00:00.000 GMT+0100",1.3284,1.32865,0.83695,0.83715,1.58685,1.58725,0.0232112975087859,0.0241327228126242,0.00192820724233633,-1.41869005286049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-17,"16.09.2010 22:00:00.000 GMT+0100",1.3173,1.3181,0.83455,0.835,1.578,1.5796,-0.0112016907201702,-0.000320891595196438,-0.00641698179812555,-1.41947104150933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-20,"19.09.2010 22:00:00.000 GMT+0100",1.3124,1.31245,0.8401,0.84025,1.56205,1.56235,-0.00215816147181841,-0.0129340930578064,0.0051177500205819,-1.41989465157975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-21,"20.09.2010 22:00:00.000 GMT+0100",1.32125,1.3216,0.8489,0.8491,1.55645,1.5567,0.0106454656965196,0.000503123261758054,0.00643823667595245,-1.41941917360616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-22,"21.09.2010 22:00:00.000 GMT+0100",1.3219,1.32215,0.8557,0.8559,1.54475,1.54495,-0.00282259091053999,-0.0116278778007712,0.00455751930423565,-1.42006110299317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-23,"22.09.2010 22:00:00.000 GMT+0100",1.31175,1.31215,0.84885,0.84905,1.54555,1.54595,-0.00928316788607342,-0.000512598555919119,-0.00578781482488389,-1.42067306556229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-24,"23.09.2010 22:00:00.000 GMT+0100",1.32645,1.3276,0.85225,0.85315,1.5554,1.55695,0.0172283866201765,0.0103270875616035,0.00548565125455958,-1.42019752037434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-27,"26.09.2010 22:00:00.000 GMT+0100",1.3256,1.3261,0.84995,0.85015,1.55955,1.55975,-0.0046613848175982,0.00686224579189498,-0.00685654830805871,-1.42097703343112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-28,"27.09.2010 22:00:00.000 GMT+0100",1.32535,1.3259,0.85955,0.85975,1.54155,1.54205,0.00245800972026128,-0.0180821875006401,0.0111377286266221,-1.4199174522014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-29,"28.09.2010 22:00:00.000 GMT+0100",1.33109,1.33135,0.8632,0.8634,1.54205,1.54245,0.00580929896433308,0.00246105873497626,0.00291397925069226,-1.42080321558607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-30,"29.09.2010 22:00:00.000 GMT+0100",1.3395,1.3397,0.86745,0.86765,1.54415,1.54445,0.00618365236002905,0.00415252133569344,0.00192359585082491,-1.42173609580786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-01,"30.09.2010 22:00:00.000 GMT+0100",1.3425,1.3434,0.87165,0.87185,1.54025,1.54085,0.00300260007726555,-0.00403785205084284,0.00407994602179629,-1.42213564931779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-04,"03.10.2010 22:00:00.000 GMT+0100",1.3293,1.32955,0.8644,0.8646,1.53775,1.53805,-0.0140511163842204,-0.00268036566652174,-0.00736688678815345,-1.42229384186047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-05,"04.10.2010 22:00:00.000 GMT+0100",1.33725,1.3374,0.8708,0.871,1.5353,1.53555,0.0109467491810053,-0.00498877968071354,0.00967606798708509,-1.42174344538379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-06,"05.10.2010 22:00:00.000 GMT+0100",1.33925,1.33955,0.8765,0.8767,1.52775,1.52815,-0.000791554907447478,-0.00566404666773312,0.00315293025912289,-1.42233638046087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-07,"06.10.2010 22:00:00.000 GMT+0100",1.3453,1.34595,0.877,0.8772,1.53385,1.53455,0.00397551091926951,0.00290434530750749,0.000959781555531225,-1.4232635224604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-08,"07.10.2010 22:00:00.000 GMT+0100",1.34175,1.3422,0.8729,0.8733,1.5363,1.5374,-0.00318227309249813,0.000679349893199621,-0.00223441456665907,-1.42318641486744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-11,"10.10.2010 22:00:00.000 GMT+0100",1.33865,1.3388,0.87365,0.87385,1.53205,1.53255,-0.00371735032575432,-0.00697320946619251,0.0016611939980653,-1.42293059905429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-12,"11.10.2010 22:00:00.000 GMT+0100",1.3323,1.3325,0.8807,0.8809,1.51235,1.51265,-0.00546974807130052,-0.0198799454531458,0.00769662433088736,-1.42307603013172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-13,"12.10.2010 22:00:00.000 GMT+0100",1.33795,1.33845,0.8781,0.8783,1.52345,1.52385,0.00392887541665993,0.00742642756027823,-0.00162631585702044,-1.4239533775946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-14,"13.10.2010 22:00:00.000 GMT+0100",1.342,1.3421,0.87955,0.87975,1.52555,1.52585,0.00216409174958715,-0.00245004497558021,0.00291695907571954,-1.42331859320646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-15,"14.10.2010 22:00:00.000 GMT+0100",1.3398,1.34055,0.874,0.8742,1.53305,1.53385,-0.00280634492056797,0.00373055803293165,-0.00380175165029784,-1.4237851771966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-18,"17.10.2010 22:00:00.000 GMT+0100",1.3369,1.33735,0.8776,0.8778,1.52315,1.52345,-0.00076954946834884,-0.0116464419981339,0.00578048449384294,-1.42302144028229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-19,"18.10.2010 22:00:00.000 GMT+0100",1.33375,1.3341,0.8739,0.87415,1.52635,1.52655,-0.00462300198531401,-0.000625742075942126,-0.00231842118741832,-1.42324780369445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-20,"19.10.2010 22:00:00.000 GMT+0100",1.34285,1.34305,0.8809,0.8811,1.52415,1.52455,0.00859599425462876,-0.00286384563231978,0.00723495997141199,-1.4231203168281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-21,"20.10.2010 22:00:00.000 GMT+0100",1.347,1.3474,0.8863,0.8865,1.51975,1.52015,0.002903201869488,-0.00727352791557001,0.0062969212030739,-1.42395264139734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-22,"21.10.2010 22:00:00.000 GMT+0100",1.3625,1.36385,0.88955,0.88975,1.53235,1.53395,0.0151595369468792,0.0113501246661785,0.00400807008535731,-1.42475944525297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-25,"24.10.2010 22:00:00.000 GMT+0100",1.3557,1.35626,0.88811,0.88831,1.52636,1.52684,-0.00876578357158764,-0.0100932684021107,-7.61752811485605e-05,-1.42553683581845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-26,"25.10.2010 22:00:00.000 GMT+0100",1.364,1.36435,0.87457,0.87479,1.55936,1.55974,0.00849766787504042,0.027905970083173,-0.0105365701433331,-1.42463892384908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-27,"26.10.2010 22:00:00.000 GMT+0100",1.36342,1.36384,0.87308,0.87328,1.56146,1.56204,0.0010826074132379,-0.00155571337227611,0.00136954384593646,-1.42242899713744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-28,"27.10.2010 22:00:00.000 GMT+0100",1.36983,1.37022,0.87356,0.87378,1.56796,1.56844,0.00530400437378337,0.00266072160513131,0.00180189731451552,-1.42241547563712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-29,"28.10.2010 22:00:00.000 GMT+0100",1.36962,1.37039,0.86937,0.86959,1.57557,1.57593,0.00207154273980809,0.00982350602953685,-0.00440316073589464,-1.42235836804416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-01,"31.10.2010 21:00:00.000 GMT-0000",1.37755,1.37802,0.86633,0.86655,1.58977,1.59053,0.00750906663714845,0.0103645042393099,-0.000973129472075063,-1.42168700186481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-02,"01.11.2010 21:00:00.000 GMT-0000",1.37448,1.3748,0.87477,0.87497,1.57101,1.57133,-0.000819900319908473,-0.0141083508591637,0.00718337381197343,-1.42156370438313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-03,"02.11.2010 21:00:00.000 GMT-0000",1.37224,1.3727,0.87908,0.87929,1.56077,1.56133,0.000479577022008792,-0.0104135665557565,0.00614212194519148,-1.42222897631784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-04,"03.11.2010 21:00:00.000 GMT-0000",1.36144,1.36181,0.87319,0.87334,1.55906,1.55944,-0.0108481515471847,-0.00236982222586524,-0.00555334157557075,-1.42289014827572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-05,"04.11.2010 21:00:00.000 GMT-0000",1.3492,1.35024,0.86699,0.86726,1.55529,1.55558,-0.011220032730362,-0.00789446190331966,-0.00371881601248014,-1.42231217563422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-08,"07.11.2010 22:00:00.000 GMT-0000",1.3446,1.34493,0.86232,0.86265,1.55866,1.55934,-0.00268079491436907,0.00144031481008144,-0.00210690543259084,-1.42050749371924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-09,"08.11.2010 22:00:00.000 GMT-0000",1.33337,1.33345,0.8615,0.86172,1.54757,1.54793,-0.0118929510672421,-0.0136992865494825,0.000214731679372138,-1.42141829147885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-10,"09.11.2010 22:00:00.000 GMT-0000",1.33777,1.33823,0.8548,0.85502,1.56467,1.56543,0.00583449344539994,0.0181005692745411,-0.00634115744052899,-1.42156190140677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-11,"10.11.2010 22:00:00.000 GMT-0000",1.33248,1.33302,0.84758,0.84785,1.57196,1.57254,-0.00603190993904196,0.00674492558126194,-0.00749640686659192,-1.42072283397586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-12,"11.11.2010 22:00:00.000 GMT-0000",1.34301,1.34351,0.84952,0.8499,1.58037,1.58083,0.0124467182005271,0.00836220899330287,0.0031995273987383,-1.42017436467185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-15,"14.11.2010 22:00:00.000 GMT-0000",1.33758,1.33788,0.84629,0.84653,1.58036,1.58084,-0.00285462784273932,0.00539145428900301,-0.00450960099928943,-1.42019484904643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-16,"15.11.2010 22:00:00.000 GMT-0000",1.34312,1.3438,0.84904,0.84929,1.58166,1.58224,0.0055691643198707,0.000395052370903093,0.0030243873073742,-1.42025732614112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-17,"16.11.2010 22:00:00.000 GMT-0000",1.3408,1.34186,0.85038,0.85061,1.57631,1.57764,-0.000828179159206355,0.00121658769704913,-0.00115882333349304,-1.42010626772423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-18,"17.11.2010 22:00:00.000 GMT-0000",1.35844,1.35869,0.85034,0.85056,1.59716,1.59754,0.0173930259809901,0.0198614822939576,0.000218121057057208,-1.42028043637357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-19,"18.11.2010 22:00:00.000 GMT-0000",1.35673,1.35728,0.85527,0.8558,1.58537,1.58603,-0.000422339280006789,-0.00767670498564144,0.00381846669042674,-1.42045551271018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-22,"21.11.2010 22:00:00.000 GMT-0000",1.3482,1.34879,0.85375,0.85397,1.57847,1.57903,-0.00787652255805971,-0.00665620393539879,-0.00170666846798151,-1.42065233351978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
