obs,Localtime,EURCHFClose_bid,EURCHFClose_ask,EURGBPClose_bid,EURGBPClose_ask,GBPCHFClose_bid,GBPCHFClose_ask,uhat1_2009_2010,uhat2_2009_2010,uhat3_2009_2010,EC1_2009_2010,uhat1_2013_2014,uhat2_2013_2014,uhat3_2013_2014,EC1_2013_2014,uhat1_2015_2016,uhat2_2015_2016,uhat3_2015_2016,EC1_2015_2016,uhat1_2017_2018,uhat2_2017_2018,uhat3_2017_2018,EC1_2017_2018
2014-12-11,"10.12.2014 22:00:00.000 GMT-0000",1.20116,1.20139,0.79241,0.79311,1.51446,1.51567,NA,NA,NA,NA,-0.000387214062305352,-0.00702173945901996,0.00355236042467506,-1.55727317549919,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-12,"11.12.2014 22:00:00.000 GMT-0000",1.20093,1.20132,0.7952,0.7955,1.50966,1.51014,NA,NA,NA,NA,0.000138476403131749,-0.006836154479538,0.00318782026324475,-1.55849668109418,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-15,"14.12.2014 22:00:00.000 GMT-0000",1.20089,1.20101,0.7942,0.79454,1.51155,1.51225,NA,NA,NA,NA,-0.000132461030951936,0.00166001013475603,-0.0011363014704716,-1.55725227600009,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-16,"15.12.2014 22:00:00.000 GMT-0000",1.20084,1.201,0.79236,0.79262,1.51515,1.51565,NA,NA,NA,NA,0.00011632325544686,0.00157470707627272,-0.00127998289685954,-1.55798411940147,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-17,"16.12.2014 22:00:00.000 GMT-0000",1.20085,1.20098,0.78397,0.78433,1.53509,1.53581,NA,NA,NA,NA,-0.000537360588960756,0.0198576442189761,-0.00828811149797101,-1.55805566633194,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-18,"17.12.2014 22:00:00.000 GMT-0000",1.20371,1.20409,0.78215,0.78302,1.53715,1.53864,NA,NA,NA,NA,-0.000644317138455808,0.00303382185804379,-0.00132057668347479,-1.56356819284891,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-19,"18.12.2014 22:00:00.000 GMT-0000",1.20338,1.20384,0.78428,0.78449,1.53354,1.53398,NA,NA,NA,NA,-0.00094393195301723,-0.00179018316147106,0.000344847712401716,-1.56098683736848,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-22,"21.12.2014 22:00:00.000 GMT-0000",1.2029,1.20326,0.78414,0.78446,1.53285,1.53355,NA,NA,NA,NA,0.000327111031399707,-0.00147820385834929,0.000431507259556083,-1.55922780824395,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-23,"22.12.2014 22:00:00.000 GMT-0000",1.20236,1.2026,0.78368,0.78444,1.53327,1.53469,NA,NA,NA,NA,0.00045399380714739,0.00179913757368011,5.87982765813677e-05,-1.55934795122474,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-24,"23.12.2014 22:00:00.000 GMT-0000",1.20223,1.20277,0.78582,0.78628,1.52931,1.53024,NA,NA,NA,NA,0.000242410241695856,-0.00310159922610898,0.00152958813104087,-1.56106217607917,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-25,"24.12.2014 22:00:00.000 GMT-0000",1.20229,1.20265,0.78242,0.78332,1.53574,1.53777,NA,NA,NA,NA,0.000240730365112074,0.00828169766384745,-0.00323980544981489,-1.55969654724502,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-26,"25.12.2014 22:00:00.000 GMT-0000",1.20272,1.20326,0.78311,0.78355,1.53537,1.5363,NA,NA,NA,NA,-0.000525645479064307,-0.00196416639673136,0.000801039802064168,-1.56209411104871,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-29,"28.12.2014 22:00:00.000 GMT-0000",1.2029,1.2031,0.78105,0.78127,1.53875,1.53921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-30,"29.12.2014 22:00:00.000 GMT-0000",1.20213,1.20241,0.77625,0.77689,1.54846,1.54969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-31,"30.12.2014 22:00:00.000 GMT-0000",1.20281,1.20314,0.77645,0.77701,1.54821,1.54934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-01,"01.01.2015 22:00:00.000 GMT-0000",1.20182,1.20239,0.78292,0.78319,1.53471,1.53569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02,"04.01.2015 22:00:00.000 GMT-0000",1.20145,1.20167,0.78233,0.78268,1.53507,1.53589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-05,"05.01.2015 22:00:00.000 GMT-0000",1.20097,1.20109,0.78469,0.78482,1.53031,1.53049,NA,NA,NA,NA,NA,NA,NA,NA,0.012399368150293,0.0128409637701471,0.00131306396785301,4.23687530594078,NA,NA,NA,NA
2015-01-06,"06.01.2015 22:00:00.000 GMT-0000",1.20094,1.20104,0.78345,0.78364,1.53255,1.53282,NA,NA,NA,NA,NA,NA,NA,NA,0.0126433487513368,0.0207772314631756,-0.00243212498317739,4.23373095316039,NA,NA,NA,NA
2015-01-07,"07.01.2015 22:00:00.000 GMT-0000",1.20096,1.20106,0.78125,0.78151,1.53643,1.53701,NA,NA,NA,NA,NA,NA,NA,NA,0.0129509066016247,0.0222231680013007,-0.00287313005460544,4.23436211873188,NA,NA,NA,NA
2015-01-08,"08.01.2015 22:00:00.000 GMT-0000",1.20087,1.20124,0.78063,0.78138,1.537,1.53838,NA,NA,NA,NA,NA,NA,NA,NA,0.0132156887950482,0.0193662759994558,-0.000773617915002552,4.23559374652303,NA,NA,NA,NA
2015-01-09,"11.01.2015 22:00:00.000 GMT-0000",1.2009,1.201,0.77979,0.78003,1.53966,1.54002,NA,NA,NA,NA,NA,NA,NA,NA,0.0127855029169733,0.0199228871513092,-0.00209148223473143,4.23710866300181,NA,NA,NA,NA
2015-01-12,"12.01.2015 22:00:00.000 GMT-0000",1.20088,1.20101,0.77647,0.77675,1.54612,1.54675,NA,NA,NA,NA,NA,NA,NA,NA,0.0130164339962549,0.0249281405258485,-0.00414405198415998,4.23648725309877,NA,NA,NA,NA
2015-01-13,"13.01.2015 22:00:00.000 GMT-0000",1.2009,1.20101,0.77378,0.77404,1.55153,1.55198,NA,NA,NA,NA,NA,NA,NA,NA,0.0132385824836977,0.0232413343877562,-0.00316594336366047,4.2386774113394,NA,NA,NA,NA
2015-01-14,"14.01.2015 22:00:00.000 GMT-0000",0.97522,0.97636,0.76577,0.76656,1.27223,1.27564,NA,NA,NA,NA,NA,NA,NA,NA,-0.211388054299559,-0.258136182452358,-0.00807582613538161,4.24010473826367,NA,NA,NA,NA
2015-01-15,"15.01.2015 22:00:00.000 GMT-0000",0.99241,0.99403,0.76264,0.76391,1.29797,1.30238,NA,NA,NA,NA,NA,NA,NA,NA,-0.00238296117443301,0.000350916573933213,-0.00181646559672306,3.69033790403724,NA,NA,NA,NA
2015-01-16,"18.01.2015 22:00:00.000 GMT-0000",1.02002,1.02124,0.76783,0.76818,1.32873,1.32984,NA,NA,NA,NA,NA,NA,NA,NA,0.0189223263988579,0.0153679793062291,0.00488317143683846,3.73387648033895,NA,NA,NA,NA
2015-01-19,"19.01.2015 22:00:00.000 GMT-0000",1.01087,1.01186,0.76247,0.76283,1.32564,1.32672,NA,NA,NA,NA,NA,NA,NA,NA,-0.0147122062910803,-0.0100148332651137,-0.00541566185747508,3.79923816937267,NA,NA,NA,NA
2015-01-20,"20.01.2015 22:00:00.000 GMT-0000",0.99775,0.99904,0.76661,0.76677,1.30075,1.30252,NA,NA,NA,NA,NA,NA,NA,NA,-0.0201840185148016,-0.0351615055891086,0.00466986280882564,3.77746101167887,NA,NA,NA,NA
2015-01-21,"21.01.2015 22:00:00.000 GMT-0000",0.98962,0.99091,0.75711,0.75736,1.30722,1.3087,NA,NA,NA,NA,NA,NA,NA,NA,-0.0175684818413969,-0.00593410268776409,-0.00948402668477196,3.74378471013108,NA,NA,NA,NA
2015-01-22,"22.01.2015 22:00:00.000 GMT-0000",0.98524,0.98853,0.74701,0.74754,1.3174,1.32321,NA,NA,NA,NA,NA,NA,NA,NA,-0.0117009787958686,-7.72919060512689e-06,-0.00848900690191604,3.72705338139213,NA,NA,NA,NA
2015-01-23,"25.01.2015 22:00:00.000 GMT-0000",1.01493,1.01567,0.74509,0.74555,1.3609,1.3619,NA,NA,NA,NA,NA,NA,NA,NA,0.0179848246484458,0.0242327116914975,-0.000570448802614563,3.72481922387068,NA,NA,NA,NA
2015-01-26,"26.01.2015 22:00:00.000 GMT-0000",1.02711,1.02741,0.74882,0.74904,1.37168,1.37252,NA,NA,NA,NA,NA,NA,NA,NA,0.00641236225271988,0.0025674417313713,0.00406007520337797,3.79244482932912,NA,NA,NA,NA
2015-01-27,"27.01.2015 22:00:00.000 GMT-0000",1.0211,1.02216,0.74537,0.74582,1.36932,1.37067,NA,NA,NA,NA,NA,NA,NA,NA,-0.0101477081095007,-0.008277343758407,-0.00300540628819147,3.82198684313811,NA,NA,NA,NA
2015-01-28,"28.01.2015 22:00:00.000 GMT-0000",1.0447,1.04592,0.75138,0.75161,1.39131,1.39218,NA,NA,NA,NA,NA,NA,NA,NA,0.0178590822086832,0.0129659779324534,0.00619552744772934,3.8093068721213,NA,NA,NA,NA
2015-01-29,"29.01.2015 22:00:00.000 GMT-0000",1.03885,1.04007,0.74886,0.74973,1.38734,1.38852,NA,NA,NA,NA,NA,NA,NA,NA,-0.00839089359217601,-0.00645964599076554,-0.00206966766472416,3.86700429152514,NA,NA,NA,NA
2015-01-30,"01.02.2015 22:00:00.000 GMT-0000",1.05141,1.05197,0.75405,0.75427,1.39526,1.39607,NA,NA,NA,NA,NA,NA,NA,NA,0.00790253175888966,0.00176920986030285,0.00493272179052546,3.85389677701856,NA,NA,NA,NA
2015-02-02,"02.02.2015 22:00:00.000 GMT-0000",1.06058,1.06142,0.75678,0.75695,1.40053,1.40182,NA,NA,NA,NA,NA,NA,NA,NA,0.00710650930903448,0.00325851354629741,0.00238702355150757,3.88186475812167,NA,NA,NA,NA
2015-02-03,"03.02.2015 22:00:00.000 GMT-0000",1.05022,1.05084,0.74689,0.74754,1.40548,1.40647,NA,NA,NA,NA,NA,NA,NA,NA,-0.0120866341154879,0.00325273941999041,-0.00993051553247895,3.9022632410261,NA,NA,NA,NA
2015-02-04,"04.02.2015 22:00:00.000 GMT-0000",1.05643,1.05758,0.74849,0.74867,1.41182,1.4125,NA,NA,NA,NA,NA,NA,NA,NA,0.00413976216266029,0.000775731590735407,0.00231920247209258,3.88135048625487,NA,NA,NA,NA
2015-02-05,"05.02.2015 22:00:00.000 GMT-0000",1.04678,1.04939,0.74202,0.74289,1.40906,1.41531,NA,NA,NA,NA,NA,NA,NA,NA,-0.00995095264969317,0.000689273076079022,-0.005968378052977,3.89678705944305,NA,NA,NA,NA
2015-02-06,"08.02.2015 22:00:00.000 GMT-0000",1.04522,1.04595,0.74402,0.74431,1.40488,1.40565,NA,NA,NA,NA,NA,NA,NA,NA,-0.00604092702172948,-0.0144635597259412,0.00254078677795274,3.88219796511805,NA,NA,NA,NA
2015-02-09,"09.02.2015 22:00:00.000 GMT-0000",1.04824,1.04862,0.74202,0.7423,1.4127,1.41337,NA,NA,NA,NA,NA,NA,NA,NA,-0.000748871049244954,0.00370123315327817,-0.00253110593873178,3.87017954304704,NA,NA,NA,NA
2015-02-10,"10.02.2015 22:00:00.000 GMT-0000",1.052,1.05304,0.74366,0.74445,1.41433,1.41578,NA,NA,NA,NA,NA,NA,NA,NA,0.00185881456025885,-0.00151148845627155,0.00253388801241477,3.87825477154417,NA,NA,NA,NA
2015-02-11,"11.02.2015 22:00:00.000 GMT-0000",1.06097,1.06159,0.74109,0.74133,1.43187,1.43246,NA,NA,NA,NA,NA,NA,NA,NA,0.0063281286280491,0.0139906706480929,-0.00317973956451459,3.88896518580798,NA,NA,NA,NA
2015-02-12,"12.02.2015 22:00:00.000 GMT-0000",1.06171,1.06248,0.73933,0.74002,1.43481,1.43755,NA,NA,NA,NA,NA,NA,NA,NA,6.22112808182917e-05,0.0033889500565765,-0.00100485699764344,3.91122043507441,NA,NA,NA,NA
2015-02-13,"15.02.2015 22:00:00.000 GMT-0000",1.05763,1.05847,0.73885,0.73923,1.43153,1.43222,NA,NA,NA,NA,NA,NA,NA,NA,-0.00501083456275958,-0.0070194910008963,-0.000418314156645703,3.91569951201675,NA,NA,NA,NA
2015-02-16,"16.02.2015 22:00:00.000 GMT-0000",1.06912,1.06954,0.74323,0.74339,1.43807,1.43893,NA,NA,NA,NA,NA,NA,NA,NA,0.00926357257201862,0.00442272337392896,0.00394906578957954,3.90434856709663,NA,NA,NA,NA
2015-02-17,"17.02.2015 22:00:00.000 GMT-0000",1.07367,1.07401,0.73818,0.73832,1.45407,1.45465,NA,NA,NA,NA,NA,NA,NA,NA,0.00421140156878069,0.0161452455707235,-0.00553829052104022,3.92990619790124,NA,NA,NA,NA
2015-02-18,"18.02.2015 22:00:00.000 GMT-0000",1.07925,1.07959,0.73741,0.73752,1.46324,1.46382,NA,NA,NA,NA,NA,NA,NA,NA,0.0061269665378029,0.00899600312579463,-0.00026430186019182,3.9437633813072,NA,NA,NA,NA
2015-02-19,"19.02.2015 22:00:00.000 GMT-0000",1.06802,1.06931,0.73828,0.73903,1.44588,1.44712,NA,NA,NA,NA,NA,NA,NA,NA,-0.00925865197759529,-0.0153983131947486,0.00154150181406329,3.95839480318614,NA,NA,NA,NA
2015-02-20,"22.02.2015 22:00:00.000 GMT-0000",1.0763,1.07664,0.73319,0.73339,1.46788,1.46842,NA,NA,NA,NA,NA,NA,NA,NA,0.00637418392277153,0.0206129133270944,-0.0060123902137184,3.93171871256767,NA,NA,NA,NA
2015-02-23,"23.02.2015 22:00:00.000 GMT-0000",1.07767,1.07842,0.73365,0.73384,1.46861,1.46982,NA,NA,NA,NA,NA,NA,NA,NA,0.00293651745045401,0.0018360488848333,0.00117076955330117,3.95380586337608,NA,NA,NA,NA
2015-02-24,"24.02.2015 22:00:00.000 GMT-0000",1.07736,1.0777,0.7315,0.73173,1.47246,1.47297,NA,NA,NA,NA,NA,NA,NA,NA,4.5911656721187e-05,0.0044474446502103,-0.00231464949748482,3.95791594729332,NA,NA,NA,NA
2015-02-25,"25.02.2015 22:00:00.000 GMT-0000",1.06657,1.06687,0.72682,0.72702,1.4673,1.46819,NA,NA,NA,NA,NA,NA,NA,NA,-0.0100634285642497,-0.00396571171526794,-0.00460528637014346,3.95726380348804,NA,NA,NA,NA
2015-02-26,"26.02.2015 22:00:00.000 GMT-0000",1.06785,1.06891,0.72491,0.72545,1.47204,1.47331,NA,NA,NA,NA,NA,NA,NA,NA,0.0014649590413206,0.00365437763684046,-0.00109282561658479,3.93321875937555,NA,NA,NA,NA
2015-02-27,"01.03.2015 22:00:00.000 GMT-0000",1.07131,1.07179,0.7277,0.72799,1.47202,1.47314,NA,NA,NA,NA,NA,NA,NA,NA,0.00289328794989688,-0.000275632114824759,0.00254139713149445,3.9384508950614,NA,NA,NA,NA
2015-03-02,"02.03.2015 22:00:00.000 GMT-0000",1.07415,1.07437,0.72745,0.72779,1.47601,1.47704,NA,NA,NA,NA,NA,NA,NA,NA,0.00275627568110479,0.00465258258346068,-0.000435949462684009,3.94534798592117,NA,NA,NA,NA
2015-03-03,"03.03.2015 22:00:00.000 GMT-0000",1.06691,1.06741,0.72565,0.72579,1.47002,1.47095,NA,NA,NA,NA,NA,NA,NA,NA,-0.00638146468931913,-0.00522106124951047,-0.00207159601387607,3.95200997037581,NA,NA,NA,NA
2015-03-04,"04.03.2015 22:00:00.000 GMT-0000",1.07408,1.07442,0.72347,0.72402,1.4836,1.48472,NA,NA,NA,NA,NA,NA,NA,NA,0.00650119544437863,0.0130150546639945,-0.00180131000605864,3.93484367126489,NA,NA,NA,NA
2015-03-05,"05.03.2015 22:00:00.000 GMT-0000",1.06849,1.06977,0.72081,0.72132,1.48143,1.48383,NA,NA,NA,NA,NA,NA,NA,NA,-0.00366832370294887,3.9319225617479e-05,-0.00238422030792882,3.95450313366246,NA,NA,NA,NA
2015-03-06,"08.03.2015 21:00:00.000 GMT-0000",1.06965,1.06996,0.7172,0.71744,1.49099,1.49182,NA,NA,NA,NA,NA,NA,NA,NA,0.00025382741411778,0.00776531014680371,-0.00369667160558702,3.94437132918016,NA,NA,NA,NA
2015-03-09,"09.03.2015 21:00:00.000 GMT-0000",1.0692,1.06951,0.70978,0.71007,1.50585,1.50668,NA,NA,NA,NA,NA,NA,NA,NA,8.7795016066039e-06,0.0148468126283895,-0.00697992988352724,3.94717300432913,NA,NA,NA,NA
2015-03-10,"10.03.2015 21:00:00.000 GMT-0000",1.06416,1.06468,0.7063,0.70666,1.50624,1.50735,NA,NA,NA,NA,NA,NA,NA,NA,-0.00401103979025738,0.000358328080542591,-0.00244650944427427,3.9513252416852,NA,NA,NA,NA
2015-03-11,"11.03.2015 21:00:00.000 GMT-0000",1.06553,1.06628,0.71455,0.7147,1.49138,1.49227,NA,NA,NA,NA,NA,NA,NA,NA,0.0015816577036977,-0.0156092648514815,0.0083893583898726,3.94160214946352,NA,NA,NA,NA
2015-03-12,"12.03.2015 21:00:00.000 GMT-0000",1.05512,1.05621,0.71162,0.71204,1.48178,1.48282,NA,NA,NA,NA,NA,NA,NA,NA,-0.0105554068989216,-0.00819615529334616,-0.00400391166678156,3.93946132129859,NA,NA,NA,NA
2015-03-13,"15.03.2015 21:00:00.000 GMT-0000",1.06461,1.06496,0.71251,0.71278,1.49392,1.49441,NA,NA,NA,NA,NA,NA,NA,NA,0.00722695818651609,0.00939469734972595,0.000728723348528151,3.91428887513376,NA,NA,NA,NA
2015-03-16,"16.03.2015 21:00:00.000 GMT-0000",1.06622,1.0664,0.71841,0.7186,1.48388,1.48437,NA,NA,NA,NA,NA,NA,NA,NA,0.00162154885423058,-0.00980162047347446,0.00595869717482014,3.93738109171042,NA,NA,NA,NA
2015-03-17,"17.03.2015 21:00:00.000 GMT-0000",1.0622,1.06343,0.72506,0.72555,1.46435,1.46583,NA,NA,NA,NA,NA,NA,NA,NA,-0.00342717295849995,-0.017802087888489,0.00604639782189224,3.93710464018488,NA,NA,NA,NA
2015-03-18,"18.03.2015 21:00:00.000 GMT-0000",1.05503,1.05524,0.72238,0.72269,1.46019,1.4608,NA,NA,NA,NA,NA,NA,NA,NA,-0.00945159764117878,-0.00506154110570733,-0.00398452522719346,3.92467187279583,NA,NA,NA,NA
2015-03-19,"19.03.2015 21:00:00.000 GMT-0000",1.0541,1.05598,0.72259,0.72348,1.4563,1.45997,NA,NA,NA,NA,NA,NA,NA,NA,-0.00101735976467851,-0.00360728339265007,0.00111033513913467,3.90604986960641,NA,NA,NA,NA
2015-03-20,"22.03.2015 21:00:00.000 GMT-0000",1.05739,1.05783,0.73188,0.73219,1.44435,1.44506,NA,NA,NA,NA,NA,NA,NA,NA,0.000317894255576212,-0.0167253205487018,0.00856049883789697,3.90715984435735,NA,NA,NA,NA
2015-03-23,"23.03.2015 21:00:00.000 GMT-0000",1.04651,1.0469,0.73558,0.7358,1.42265,1.42321,NA,NA,NA,NA,NA,NA,NA,NA,-0.0128579071391138,-0.0226213236162262,0.00247549996068723,3.90657176927413,NA,NA,NA,NA
2015-03-24,"24.03.2015 21:00:00.000 GMT-0000",1.05257,1.05288,0.73712,0.73728,1.4276,1.42831,NA,NA,NA,NA,NA,NA,NA,NA,0.00247182423415163,0.00129417599010365,0.000959112760103435,3.8768979477354,NA,NA,NA,NA
2015-03-25,"25.03.2015 21:00:00.000 GMT-0000",1.04806,1.04837,0.73275,0.7332,1.42952,1.43023,NA,NA,NA,NA,NA,NA,NA,NA,-0.00655307879609038,-0.00060126030137389,-0.00416954162360829,3.89110213078176,NA,NA,NA,NA
2015-03-26,"26.03.2015 21:00:00.000 GMT-0000",1.0467,1.04765,0.73198,0.73236,1.42843,1.43135,NA,NA,NA,NA,NA,NA,NA,NA,-0.00332144903413875,-0.00311576211719317,-0.000326487668736736,3.88200322990049,NA,NA,NA,NA
2015-03-27,"29.03.2015 22:00:00.000 GMT+0100",1.04748,1.04784,0.73137,0.73155,1.43183,1.43259,NA,NA,NA,NA,NA,NA,NA,NA,-0.00244483196458753,-0.00250936063900142,-0.000575993061301464,3.88115857032719,NA,NA,NA,NA
2015-03-30,"30.03.2015 22:00:00.000 GMT+0100",1.04334,1.04381,0.72417,0.72438,1.44079,1.44114,NA,NA,NA,NA,NA,NA,NA,NA,-0.00664161838860533,0.00494402228550178,-0.00711242183710294,3.88140942704175,NA,NA,NA,NA
2015-03-31,"31.03.2015 22:00:00.000 GMT+0100",1.04072,1.04105,0.72602,0.72614,1.43315,1.43381,NA,NA,NA,NA,NA,NA,NA,NA,-0.00548033382218413,-0.0123634361059408,0.00267182804859621,3.87517240102959,NA,NA,NA,NA
2015-04-01,"01.04.2015 22:00:00.000 GMT+0100",1.04383,1.0444,0.73373,0.73388,1.42247,1.42352,NA,NA,NA,NA,NA,NA,NA,NA,-0.000145152570587864,-0.0146038487334057,0.00755674426141776,3.86703419835906,NA,NA,NA,NA
2015-04-02,"02.04.2015 22:00:00.000 GMT+0100",1.04334,1.04532,0.73449,0.73668,1.41399,1.42601,NA,NA,NA,NA,NA,NA,NA,NA,-0.00241418684956413,-0.000562343292760198,0.00202264893118386,3.8715667968145,NA,NA,NA,NA
2015-04-03,"05.04.2015 22:00:00.000 GMT+0100",1.04697,1.04749,0.73386,0.73437,1.42568,1.42704,NA,NA,NA,NA,NA,NA,NA,NA,-0.00048590926764569,-0.00277751345234101,-0.00140810367418721,3.87994497012478,NA,NA,NA,NA
2015-04-06,"06.04.2015 22:00:00.000 GMT+0100",1.04468,1.04498,0.73021,0.73036,1.43023,1.43085,NA,NA,NA,NA,NA,NA,NA,NA,-0.00518485911654823,0.000452387314255093,-0.00475211964409902,3.87945227174515,NA,NA,NA,NA
2015-04-07,"07.04.2015 22:00:00.000 GMT+0100",1.04208,1.04219,0.72506,0.72522,1.43675,1.43732,NA,NA,NA,NA,NA,NA,NA,NA,-0.00565025916179721,0.0019241736456804,-0.00470743368586515,3.87460820031461,NA,NA,NA,NA
2015-04-08,"08.04.2015 22:00:00.000 GMT+0100",1.04194,1.04215,0.72434,0.72462,1.43803,1.43885,NA,NA,NA,NA,NA,NA,NA,NA,-0.00300816757065872,-0.00348839363400263,0.000125180235329871,3.87062160289886,NA,NA,NA,NA
2015-04-09,"09.04.2015 22:00:00.000 GMT+0100",1.0381,1.03869,0.72452,0.72486,1.4327,1.43339,NA,NA,NA,NA,NA,NA,NA,NA,-0.0065116021844423,-0.00975405662945253,0.000472857226884334,3.87131866557759,NA,NA,NA,NA
2015-04-10,"12.04.2015 22:00:00.000 GMT+0100",1.03298,1.03338,0.72003,0.72031,1.43464,1.43549,NA,NA,NA,NA,NA,NA,NA,NA,-0.00897732672256968,-0.00273176393508076,-0.00456704882186669,3.86207759645087,NA,NA,NA,NA
2015-04-13,"13.04.2015 22:00:00.000 GMT+0100",1.03572,1.03654,0.72066,0.72102,1.43676,1.43777,NA,NA,NA,NA,NA,NA,NA,NA,-0.000779476855877426,-0.00395107442744122,0.00141451168580517,3.85160347478958,NA,NA,NA,NA
2015-04-14,"14.04.2015 22:00:00.000 GMT+0100",1.03039,1.03051,0.71982,0.71997,1.43095,1.43169,NA,NA,NA,NA,NA,NA,NA,NA,-0.00959938271309765,-0.0107799469379985,-0.00108095889862717,3.85852030237468,NA,NA,NA,NA
2015-04-15,"15.04.2015 22:00:00.000 GMT+0100",1.02876,1.02936,0.72038,0.72087,1.42735,1.42798,NA,NA,NA,NA,NA,NA,NA,NA,-0.00565307713843882,-0.00996226361392585,0.00111784900685261,3.8438697284169,NA,NA,NA,NA
2015-04-16,"16.04.2015 22:00:00.000 GMT+0100",1.02856,1.02954,0.72176,0.72251,1.4241,1.42615,NA,NA,NA,NA,NA,NA,NA,NA,-0.00439416710118162,-0.0078364388465198,0.00161666425148851,3.84001284823169,NA,NA,NA,NA
2015-04-17,"19.04.2015 22:00:00.000 GMT+0100",1.02623,1.02725,0.72019,0.72052,1.42506,1.42579,NA,NA,NA,NA,NA,NA,NA,NA,-0.00677200507387438,-0.00629319665337286,-0.00182318392455394,3.84083985339867,NA,NA,NA,NA
2015-04-20,"20.04.2015 22:00:00.000 GMT+0100",1.02492,1.02548,0.719,0.71928,1.42511,1.42591,NA,NA,NA,NA,NA,NA,NA,NA,-0.00648745208762508,-0.00656262721217579,-0.00103749888271285,3.83484448724886,NA,NA,NA,NA
2015-04-21,"21.04.2015 22:00:00.000 GMT+0100",1.04174,1.042,0.7132,0.71348,1.46065,1.46099,NA,NA,NA,NA,NA,NA,NA,NA,0.0116537014156386,0.028184761315503,-0.00545660034340562,3.8311552677717,NA,NA,NA,NA
2015-04-22,"22.04.2015 22:00:00.000 GMT+0100",1.03282,1.03352,0.71863,0.71905,1.43706,1.43773,NA,NA,NA,NA,NA,NA,NA,NA,-0.0102357189841847,-0.0272493675498337,0.00681953755058354,3.87776140581972,NA,NA,NA,NA
2015-04-23,"23.04.2015 22:00:00.000 GMT+0100",1.03723,1.03781,0.71577,0.71619,1.44815,1.44956,NA,NA,NA,NA,NA,NA,NA,NA,-0.000323004796228737,0.00692808821791363,-0.00368082757637175,3.85219020999047,NA,NA,NA,NA
2015-04-24,"26.04.2015 22:00:00.000 GMT+0100",1.03974,1.04039,0.71463,0.71491,1.45444,1.45588,NA,NA,NA,NA,NA,NA,NA,NA,-0.000437400985810299,0.00152274195525925,-0.00068857938920472,3.8651278426862,NA,NA,NA,NA
2015-04-27,"27.04.2015 22:00:00.000 GMT+0100",1.04913,1.04936,0.71575,0.71603,1.46501,1.46584,NA,NA,NA,NA,NA,NA,NA,NA,0.00612773480683748,0.00577723932323632,0.00145310800659863,3.87273856852805,NA,NA,NA,NA
2015-04-28,"28.04.2015 22:00:00.000 GMT+0100",1.04534,1.04553,0.72079,0.72098,1.44994,1.45073,NA,NA,NA,NA,NA,NA,NA,NA,-0.00555806787642713,-0.0173372192054114,0.00495356071041325,3.89483595742954,NA,NA,NA,NA
2015-04-29,"29.04.2015 22:00:00.000 GMT+0100",1.04642,1.04681,0.73097,0.73121,1.43108,1.43156,NA,NA,NA,NA,NA,NA,NA,NA,-0.00176834423018074,-0.022175655801453,0.00957843275525559,3.88211020846378,NA,NA,NA,NA
2015-04-30,"30.04.2015 22:00:00.000 GMT+0100",1.04412,1.04487,0.7393,0.73991,1.41116,1.413,NA,NA,NA,NA,NA,NA,NA,NA,-0.00521237338010658,-0.0208348696401033,0.0073550754291324,3.8786503539432,NA,NA,NA,NA
2015-05-01,"03.05.2015 22:00:00.000 GMT+0100",1.04066,1.04162,0.7371,0.73743,1.41168,1.41212,NA,NA,NA,NA,NA,NA,NA,NA,-0.00690808750156427,-0.00417220968451806,-0.00330853300517957,3.87012517998198,NA,NA,NA,NA
2015-05-04,"04.05.2015 22:00:00.000 GMT+0100",1.03623,1.03639,0.73676,0.73695,1.40618,1.40683,NA,NA,NA,NA,NA,NA,NA,NA,-0.0087839222374064,-0.0104002654808475,-0.000334074684530306,3.861769291906,NA,NA,NA,NA
2015-05-05,"05.05.2015 22:00:00.000 GMT+0100",1.03918,1.04007,0.74399,0.74436,1.39636,1.39716,NA,NA,NA,NA,NA,NA,NA,NA,-0.000539577751959397,-0.0155217375627378,0.00769508738770076,3.84975736742527,NA,NA,NA,NA
